# x_m,y_m,w_tr_right_m,w_tr_left_m
4.3050,-4.1690,0.6216,0.6216
4.3140,-4.1600,0.6194,0.6194
4.3230,-4.1510,0.6174,0.6174
4.3320,-4.1420,0.6157,0.6157
4.3410,-4.1330,0.6142,0.6142
4.3500,-4.1240,0.6131,0.6131
4.3590,-4.1150,0.6121,0.6121
4.3680,-4.1060,0.6115,0.6115
4.3770,-4.0970,0.6111,0.6111
4.3860,-4.0880,0.6109,0.6109
4.3950,-4.0790,0.6102,0.6102
4.4040,-4.0790,0.6109,0.6109
4.4130,-4.0700,0.6109,0.6109
4.4220,-4.0610,0.6102,0.6102
4.4310,-4.0520,0.6086,0.6086
4.4400,-4.0430,0.6073,0.6073
4.4490,-4.0340,0.6062,0.6062
4.4580,-4.0250,0.6041,0.6041
4.4670,-4.0160,0.6017,0.6017
4.4760,-4.0070,0.5995,0.5995
4.4850,-3.9980,0.5973,0.5973
4.4940,-3.9890,0.5943,0.5943
