# x_m,y_m,w_tr_right_m,w_tr_left_m
4.9800,-0.9520,0.4442,0.4442
4.9800,-0.9400,0.4446,0.4446
4.9800,-0.9280,0.4455,0.4455
4.9800,-0.9160,0.4466,0.4466
4.9800,-0.9040,0.4480,0.4480
4.9800,-0.8920,0.4498,0.4498
4.9800,-0.8800,0.4519,0.4519
4.9800,-0.8680,0.4543,0.4543
4.9800,-0.8560,0.4569,0.4569
4.9800,-0.8440,0.4599,0.4599
4.9800,-0.8320,0.4616,0.4616
4.9800,-0.8200,0.4637,0.4637
4.9800,-0.8080,0.4660,0.4660
4.9800,-0.7960,0.4686,0.4686
4.9800,-0.7840,0.4715,0.4715
4.9800,-0.7720,0.4686,0.4686
4.9800,-0.7600,0.4660,0.4660
4.9800,-0.7480,0.4632,0.4632
4.9800,-0.7360,0.4599,0.4599
4.9800,-0.7240,0.4569,0.4569
4.9800,-0.7120,0.4543,0.4543
4.9800,-0.7000,0.4519,0.4519
4.9800,-0.6880,0.4498,0.4498
4.9800,-0.6760,0.4480,0.4480
4.9800,-0.6640,0.4466,0.4466
4.9800,-0.6520,0.4455,0.4455
4.9800,-0.6400,0.4446,0.4446
4.9680,-0.6280,0.4562,0.4562
4.9680,-0.6160,0.4560,0.4560
4.9680,-0.6040,0.4560,0.4560
4.9680,-0.5920,0.4560,0.4560
4.9680,-0.5800,0.4560,0.4560
4.9680,-0.5680,0.4560,0.4560
4.9680,-0.5560,0.4560,0.4560
4.9680,-0.5440,0.4560,0.4560
4.9680,-0.5320,0.4560,0.4560
4.9560,-0.5200,0.4680,0.4680
4.9560,-0.5080,0.4680,0.4680
4.9440,-0.4960,0.4800,0.4800
4.9440,-0.4840,0.4800,0.4800
4.9440,-0.4720,0.4800,0.4800
4.9320,-0.4600,0.4920,0.4920
4.9320,-0.4480,0.4920,0.4920
4.9200,-0.4360,0.4897,0.4897
4.9200,-0.4240,0.4933,0.4933
4.9200,-0.4120,0.4972,0.4972
4.9080,-0.4000,0.4902,0.4902
4.9080,-0.3880,0.4948,0.4948
4.9080,-0.3760,0.4996,0.4996
4.8960,-0.3640,0.4938,0.4938
4.8840,-0.3520,0.4885,0.4885
4.8840,-0.3400,0.4938,0.4938
4.8840,-0.3280,0.4991,0.4991
4.8720,-0.3160,0.4942,0.4942
4.8720,-0.3040,0.5001,0.5001
4.8720,-0.2920,0.5063,0.5063
4.8600,-0.2800,0.5026,0.5026
4.8600,-0.2680,0.5093,0.5093
4.8480,-0.2560,0.5064,0.5064
4.8480,-0.2440,0.5136,0.5136
4.8360,-0.2320,0.5117,0.5117
4.8360,-0.2200,0.5093,0.5093
4.8240,-0.2080,0.5126,0.5126
4.8240,-0.1960,0.5063,0.5063
4.8120,-0.1840,0.5105,0.5105
4.8000,-0.1720,0.5153,0.5153
4.7880,-0.1720,0.5182,0.5182
4.7760,-0.1600,0.5193,0.5193
4.7640,-0.1480,0.5210,0.5210
4.7520,-0.1360,0.5232,0.5232
